,image,MSE,PSNR,SSIM
536,he95487,173.8881632486979,25.58926833593346,0.5506306
537,he95504,219.12833658854166,24.729637458935212,0.46764657
538,he95505,142.45843505859375,26.92710653639341,0.4187937
539,he95506,180.29996744791666,25.51648096701477,0.505603
540,he95507,232.75325520833334,24.71148793235503,0.49488854
541,he95508,289.96559651692706,23.49684142714586,0.48967957
542,he95509,252.4334513346354,24.430182016382037,0.47134265
543,he95510,164.82386271158853,26.188918922247304,0.52824265
544,he95528,338.6852213541667,22.612516831090307,0.51478136
545,he95529,133.44830322265625,27.06212738619299,0.5855241
546,he95530,232.43965657552084,24.455860099714496,0.44482398
547,he95531,246.9016316731771,24.433939153107854,0.4860928
548,he95532,216.3537801106771,25.03525921069368,0.5113906
549,he95533,501.6458740234375,21.0318637532807,0.43461454
550,he95534,446.5183919270833,21.90388205765853,0.4753894
551,he95553,158.5479736328125,26.229433634723264,0.5827766
552,he95554,122.21531168619792,27.635437766031696,0.44163895
553,he95556,302.07346598307294,23.423173250639277,0.50031006
554,he95557,350.1016845703125,22.813399585550073,0.4516878
555,he95558,356.91845703125,22.874635327591673,0.44228113
556,he95559,378.039794921875,22.362380528730696,0.5021841
557,he95578,329.37620035807294,23.073722257217774,0.4484239
558,he95579,349.4798990885417,22.639824992953702,0.42296636
559,he95580,456.39892578125,21.494853910794195,0.39221227
560,he95581,350.9901936848958,22.987035202559582,0.53145957
561,he95582,449.8398844401042,21.52161003602458,0.48065352
562,he95583,386.6058349609375,22.094785663357236,0.48643556
563,he95602,379.0168863932292,22.514439555008323,0.43867454
564,he95603,391.0630696614583,22.259385096571368,0.49151945
565,he95604,308.40407307942706,23.332012770704985,0.4579574
566,he95608,378.2174072265625,22.121622436041495,0.512127
567,he95628,380.602294921875,22.25994580659166,0.48646045
568,he95629,281.862548828125,23.765027777935362,0.48262858
569,he95906,256.4261881510417,23.960357808935,0.4808972
570,he95907,301.8608805338542,23.095746617116614,0.42439643
571,he95926,281.28582763671875,23.72415771176434,0.49479225
572,he95927,315.4316813151042,23.016015662797116,0.40930262
573,he95928,272.59035237630206,23.82761845763804,0.49348235
574,he95929,158.3449910481771,26.6496552095864,0.45697758
575,he95930,134.8142293294271,26.797673587022125,0.56870794
576,he95931,356.273681640625,22.492258362008634,0.53779036
577,he95946,305.7552897135417,23.441082610249136,0.40809444
578,he95947,347.9486490885417,22.73207631115643,0.51225364
579,he95948,360.4696044921875,22.604327496051695,0.5027389
580,he95949,295.9827880859375,23.494475577079367,0.44072995
581,he95950,248.35664876302084,24.079620196047948,0.55111825
582,he95951,138.07002766927084,26.644535998345404,0.43925074
583,he95952,81.13092549641927,28.876827431724497,0.5818455
